Item Name,Brand,Color,Location Found,Date Found,Lost Date,Item Category,Reported Lost Duration,Owner Information,Finder Information,Item Value,Condition When Found,Security Camera Coverage,Location Traffic,Weather Conditions,Event Occurrence,Found
Book,Erickson PLC,Black,Study Lounge,29-09-2023,17-09-2023,Books,26-09-2023,First Time Reporter,Housekeeping,Medium,Excellent,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Necklace,"Hernandez, Webb and Lara",LightGray,Coffee Shop,07-07-2024,21-06-2024,Electronics,27-06-2024,Repeat Reporter,Security,High,Damaged,Covered,Low Traffic,Snowy,Normal Day,Yes
Umbrella,-,Gold,Library Entrance,04-10-2024,29-09-2024,Sporting Goods,04-10-2024,First Time Reporter,Security,Medium,Good,Covered,Moderate Traffic,Rainy,During Event,No
Earbuds,"Burton, Johnson and Blanchard",LightSalmon,Bookstore,22-02-2023,09-02-2023,Personal Accessories,20-02-2023,Repeat Reporter,Information Desk,High,Damaged,Not Covered,Low Traffic,Rainy,Normal Day,Yes
ID Card,"Santiago, Summers and Roberson",Tomato,Gym,07-11-2023,21-10-2023,Electronics,21-10-2023,First Time Reporter,Security,Medium,Excellent,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Backpack,-,Turquoise,Lecture Hall 104,11-02-2023,29-01-2023,Sporting Goods,04-02-2023,First Time Reporter,Housekeeping,High,Good,Covered,Moderate Traffic,Sunny,Normal Day,Yes
Notebook,Bradford-Hensley,Violet,Student Lounge,28-07-2024,24-07-2024,Sporting Goods,25-07-2024,Repeat Reporter,Housekeeping,Medium,Damaged,Covered,Low Traffic,Sunny,Normal Day,No
Watch,"Ramirez, Le and Rogers",OldLace,Trailhead,08-01-2023,22-12-2022,Books,08-01-2023,Repeat Reporter,Security,Low,Damaged,Not Covered,High Traffic,Cloudy,During Event,Yes
Tumbler,"Watkins, Morgan and Cruz",PapayaWhip,Shopping Mall,28-03-2023,13-03-2023,Sporting Goods,16-03-2023,Repeat Reporter,Security,High,Damaged,Covered,High Traffic,Rainy,Normal Day,No
Earbuds,-,Purple,Library,07-03-2024,03-03-2024,Personal Accessories,06-03-2024,First Time Reporter,Information Desk,Medium,Excellent,Covered,Moderate Traffic,Cloudy,During Event,Yes
Phone Charger,Flowers PLC,YellowGreen,Cafeteria,21-11-2023,06-11-2023,Personal Accessories,20-11-2023,Repeat Reporter,Information Desk,Low,Excellent,Not Covered,High Traffic,Rainy,During Event,Yes
Tablet,Davis PLC,LightCyan,Lecture Hall 102,28-11-2024,07-11-2024,Books,15-11-2024,First Time Reporter,Information Desk,Low,Excellent,Not Covered,High Traffic,Cloudy,During Event,Yes
Water Bottle,"Carson, Shaffer and Wall",YellowGreen,Student Center,21-11-2024,12-11-2024,Personal Accessories,17-11-2024,Repeat Reporter,Security,High,Damaged,Not Covered,High Traffic,Snowy,During Event,Yes
Water Bottle,-,CadetBlue,Gym Locker Room,13-03-2023,16-02-2023,Clothing,24-02-2023,Repeat Reporter,Security,High,Damaged,Covered,High Traffic,Cloudy,During Event,Yes
Watch,-,LawnGreen,Bus Stop,09-03-2023,09-02-2023,Sporting Goods,17-02-2023,First Time Reporter,Housekeeping,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Necklace,Hill-Carpenter,PaleVioletRed,Classroom 204,23-09-2023,16-09-2023,Sporting Goods,18-09-2023,Repeat Reporter,Security,Low,Good,Not Covered,High Traffic,Cloudy,Normal Day,No
Necklace,-,Chocolate,Science Building,14-05-2023,13-05-2023,Clothing,13-05-2023,Repeat Reporter,Information Desk,Medium,Damaged,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Backpack,Osborne PLC,DarkGoldenRod,Quad,14-05-2024,02-05-2024,Sporting Goods,05-05-2024,Repeat Reporter,Housekeeping,High,Excellent,Covered,Moderate Traffic,Rainy,During Event,Yes
Backpack,Russell-Miller,MidnightBlue,Dormitory Lounge,28-11-2024,16-11-2024,Electronics,23-11-2024,Repeat Reporter,Housekeeping,Low,Damaged,Covered,High Traffic,Snowy,Normal Day,Yes
Cell Phone,-,SlateGray,Outdoor Amphitheater,12-09-2024,19-08-2024,Books,04-09-2024,First Time Reporter,Housekeeping,Low,Excellent,Not Covered,High Traffic,Cloudy,During Event,Yes
Keys,-,Orchid,Library Study Room,21-05-2023,26-04-2023,Books,30-04-2023,Repeat Reporter,None,High,Good,Not Covered,Moderate Traffic,Rainy,During Event,Yes
Earbuds,Hughes-Medina,DarkViolet,Coffee Shop,24-05-2024,16-05-2024,Books,20-05-2024,First Time Reporter,None,Low,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Laptop,"Nguyen, Hoover and Pacheco",Aquamarine,Basketball Court,09-07-2024,03-07-2024,Sporting Goods,06-07-2024,Repeat Reporter,None,Medium,Good,Not Covered,Low Traffic,Snowy,Normal Day,Yes
Phone Charger,-,Yellow,Park,10-06-2024,09-06-2024,Sporting Goods,10-06-2024,First Time Reporter,Housekeeping,High,Excellent,Covered,Moderate Traffic,Sunny,Normal Day,No
Watch,-,SaddleBrown,Stadium Bleachers,31-08-2024,25-08-2024,Clothing,29-08-2024,Repeat Reporter,Housekeeping,Low,Good,Covered,Moderate Traffic,Rainy,Normal Day,No
Earbuds,Lee Ltd,Pink,Common Area,14-06-2024,07-06-2024,Clothing,08-06-2024,First Time Reporter,Information Desk,Medium,Excellent,Covered,Low Traffic,Sunny,Normal Day,Yes
Water Bottle,-,Khaki,Fitness Center,29-06-2023,13-06-2023,Personal Accessories,16-06-2023,First Time Reporter,None,High,Damaged,Covered,Low Traffic,Snowy,Normal Day,Yes
Notebook,-,LavenderBlush,Cafeteria,06-01-2023,16-12-2022,Sporting Goods,04-01-2023,First Time Reporter,Security,High,Good,Covered,High Traffic,Sunny,During Event,Yes
Necklace,"Goodwin, Rogers and Hamilton",Aquamarine,Skate Park,23-06-2024,20-06-2024,Clothing,20-06-2024,Repeat Reporter,Security,Low,Excellent,Covered,Moderate Traffic,Snowy,During Event,Yes
Notebook,Crosby-Russell,DarkGoldenRod,Library Stacks,03-08-2023,16-07-2023,Personal Accessories,26-07-2023,Repeat Reporter,None,Medium,Excellent,Covered,Low Traffic,Cloudy,During Event,Yes
Keys,"Jimenez, Harris and Bryant",SlateBlue,Art Studio,13-06-2024,26-05-2024,Personal Accessories,03-06-2024,First Time Reporter,Housekeeping,Medium,Good,Not Covered,Low Traffic,Sunny,During Event,Yes
Phone Charger,-,HoneyDew,Student Lounge,11-05-2024,24-04-2024,Personal Accessories,09-05-2024,Repeat Reporter,Security,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,No
Book,-,Gold,Auditorium,01-12-2024,12-11-2024,Personal Accessories,29-11-2024,Repeat Reporter,Information Desk,Low,Good,Not Covered,Low Traffic,Snowy,During Event,Yes
Gloves,"Park, Neal and Torres",Magenta,Bus Station,07-10-2024,23-09-2024,Books,05-10-2024,First Time Reporter,Housekeeping,Medium,Excellent,Covered,High Traffic,Snowy,Normal Day,Yes
Laptop,-,OldLace,Soccer Field,16-08-2023,17-07-2023,Sporting Goods,16-08-2023,Repeat Reporter,Security,Low,Damaged,Covered,Low Traffic,Cloudy,During Event,Yes
Water Bottle,-,BlanchedAlmond,Chemistry Lab,15-04-2023,23-03-2023,Books,10-04-2023,First Time Reporter,Housekeeping,Low,Good,Covered,High Traffic,Rainy,Normal Day,Yes
Tablet,-,Linen,Outdoor Concert Venue,19-03-2023,15-03-2023,Books,18-03-2023,Repeat Reporter,Information Desk,Medium,Good,Covered,High Traffic,Cloudy,Normal Day,Yes
Earbuds,-,DarkGray,Study Lounge,12-04-2024,24-03-2024,Personal Accessories,27-03-2024,First Time Reporter,None,Medium,Excellent,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Phone Charger,Spencer Ltd,Coral,Beach,25-08-2023,13-08-2023,Personal Accessories,17-08-2023,First Time Reporter,Security,Medium,Excellent,Covered,High Traffic,Rainy,Normal Day,Yes
Charger,-,SaddleBrown,Dormitory Hallway,20-01-2023,19-01-2023,Books,19-01-2023,Repeat Reporter,Security,High,Excellent,Covered,Low Traffic,Cloudy,During Event,No
Earbuds,-,LightYellow,Lecture Hall Lobby,07-04-2023,08-03-2023,Sporting Goods,11-03-2023,Repeat Reporter,Security,High,Excellent,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Jacket,-,RoyalBlue,Bookstore,24-11-2023,25-10-2023,Books,07-11-2023,First Time Reporter,Housekeeping,Low,Damaged,Covered,Moderate Traffic,Sunny,During Event,Yes
ID Card,Carter Inc,LightGreen,Music Studio,25-05-2024,08-05-2024,Books,12-05-2024,Repeat Reporter,Security,Low,Good,Covered,High Traffic,Rainy,Normal Day,Yes
Coffee Mug,"Wood, Green and Smith",MintCream,Computer Lab,02-07-2024,01-07-2024,Personal Accessories,02-07-2024,First Time Reporter,None,Medium,Excellent,Covered,Low Traffic,Sunny,During Event,Yes
ID Card,-,AntiqueWhite,Botanical Garden,04-07-2023,21-06-2023,Sporting Goods,28-06-2023,First Time Reporter,Security,Medium,Damaged,Not Covered,Moderate Traffic,Rainy,During Event,Yes
Cell Phone,-,IndianRed,Theme Park Entrance,24-04-2024,11-04-2024,Books,23-04-2024,First Time Reporter,Information Desk,Low,Excellent,Covered,Moderate Traffic,Rainy,During Event,No
Phone Charger,Welch-Morgan,DarkKhaki,Shopping Mall,06-03-2024,04-03-2024,Electronics,05-03-2024,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,Low Traffic,Sunny,During Event,No
Scarf,-,SteelBlue,Rooftop Bar,20-11-2024,30-10-2024,Clothing,04-11-2024,First Time Reporter,Housekeeping,High,Good,Covered,Moderate Traffic,Snowy,During Event,No
Book,Clark-Rogers,LemonChiffon,Gym,18-02-2023,09-02-2023,Electronics,14-02-2023,Repeat Reporter,Housekeeping,Low,Damaged,Covered,High Traffic,Sunny,Normal Day,Yes
Charger,Reynolds-Williams,SteelBlue,Ice Skating Rink,28-08-2024,01-08-2024,Clothing,27-08-2024,First Time Reporter,Information Desk,Medium,Good,Covered,Low Traffic,Cloudy,During Event,Yes
Earbuds,"Ho, Miller and Mckenzie",DodgerBlue,Student Center,11-02-2023,15-01-2023,Sporting Goods,17-01-2023,First Time Reporter,Security,Medium,Damaged,Not Covered,High Traffic,Snowy,Normal Day,Yes
Gloves,-,Chocolate,Coffee Shop Patio,21-04-2024,04-04-2024,Clothing,20-04-2024,Repeat Reporter,Housekeeping,High,Damaged,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Watch,-,DarkViolet,Rooftop Pool,17-11-2023,27-10-2023,Sporting Goods,17-11-2023,Repeat Reporter,Security,High,Good,Not Covered,Moderate Traffic,Cloudy,During Event,No
Book,Ferrell Inc,Indigo,Campus Trail,01-05-2024,26-04-2024,Books,30-04-2024,Repeat Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Earbuds,"Lawson, Ramos and Smith",Magenta,Stadium Stands,04-09-2023,25-08-2023,Sporting Goods,30-08-2023,Repeat Reporter,Information Desk,Medium,Good,Covered,Low Traffic,Cloudy,During Event,Yes
Cell Phone,Aguilar Inc,MediumAquaMarine,Study Lounge,13-11-2023,07-11-2023,Clothing,12-11-2023,First Time Reporter,Housekeeping,Low,Excellent,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Notebook,"Charles, Dudley and Dixon",LightSteelBlue,Library,13-07-2024,22-06-2024,Electronics,23-06-2024,First Time Reporter,Information Desk,Medium,Damaged,Not Covered,Low Traffic,Snowy,During Event,Yes
Book,Benson-Gibson,Lime,Park,02-04-2023,20-03-2023,Clothing,27-03-2023,Repeat Reporter,Information Desk,Low,Good,Covered,High Traffic,Sunny,During Event,Yes
Umbrella,"Nichols, Kelley and Sanders",Indigo,Student Union,02-03-2023,20-02-2023,Books,02-03-2023,Repeat Reporter,Security,High,Good,Not Covered,High Traffic,Snowy,Normal Day,Yes
Charger,-,Crimson,Bus Stop,03-11-2024,06-10-2024,Books,23-10-2024,Repeat Reporter,None,Medium,Good,Not Covered,Low Traffic,Snowy,During Event,Yes
Coffee Mug,-,LemonChiffon,Cafeteria,09-11-2023,23-10-2023,Clothing,31-10-2023,First Time Reporter,Information Desk,Low,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,No
Coffee Mug,Fleming-Green,SandyBrown,Bus Stop,21-08-2023,10-08-2023,Clothing,14-08-2023,Repeat Reporter,None,High,Excellent,Not Covered,High Traffic,Snowy,Normal Day,No
Tumbler,-,LightGoldenRodYellow,Cafeteria,21-07-2023,24-06-2023,Clothing,17-07-2023,First Time Reporter,Security,Low,Damaged,Not Covered,High Traffic,Cloudy,During Event,Yes
Sunglasses,Smith-Webster,Yellow,Library Study Room,30-11-2024,28-11-2024,Books,28-11-2024,Repeat Reporter,None,Medium,Excellent,Not Covered,Low Traffic,Sunny,During Event,Yes
Necklace,"Williams, Hunt and Craig",SeaShell,Student Union,02-01-2024,11-12-2023,Books,22-12-2023,Repeat Reporter,Housekeeping,Low,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Sunglasses,-,Red,Outdoor Patio,05-09-2024,08-08-2024,Sporting Goods,18-08-2024,First Time Reporter,Information Desk,Low,Good,Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Keys,-,Azure,Computer Lab,09-10-2023,27-09-2023,Personal Accessories,27-09-2023,First Time Reporter,None,High,Good,Covered,Low Traffic,Sunny,Normal Day,Yes
Cell Phone,-,DarkCyan,Library,21-08-2023,11-08-2023,Sporting Goods,20-08-2023,First Time Reporter,Information Desk,Medium,Damaged,Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Scarf,-,Purple,Gym,07-11-2024,12-10-2024,Electronics,12-10-2024,First Time Reporter,None,Medium,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Jacket,Johnson-Allen,Magenta,Quad,16-02-2023,30-01-2023,Clothing,09-02-2023,Repeat Reporter,None,Low,Good,Covered,High Traffic,Snowy,During Event,Yes
Watch,-,PowderBlue,Cafeteria,12-08-2023,06-08-2023,Books,10-08-2023,First Time Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Cloudy,During Event,Yes
Backpack,-,LightSeaGreen,Baseball Field,03-11-2023,30-10-2023,Clothing,30-10-2023,Repeat Reporter,None,High,Good,Not Covered,High Traffic,Sunny,Normal Day,Yes
Keys,Medina-Gray,DeepSkyBlue,Football Stadium,03-05-2024,11-04-2024,Clothing,17-04-2024,First Time Reporter,Security,High,Damaged,Not Covered,High Traffic,Sunny,Normal Day,No
Notebook,Ortega LLC,DarkViolet,Shopping Mall,19-07-2023,20-06-2023,Personal Accessories,15-07-2023,First Time Reporter,Security,Low,Excellent,Covered,Low Traffic,Rainy,During Event,No
Backpack,"Reynolds, Sandoval and Hayes",DarkGreen,Rooftop Bar,27-10-2023,26-10-2023,Personal Accessories,27-10-2023,Repeat Reporter,Housekeeping,Medium,Excellent,Not Covered,Moderate Traffic,Sunny,Normal Day,Yes
Phone Charger,-,LightSlateGray,Library Stacks,05-05-2023,17-04-2023,Clothing,17-04-2023,First Time Reporter,None,Low,Damaged,Not Covered,High Traffic,Rainy,During Event,No
Necklace,-,Fuchsia,Bus Ride,08-03-2024,05-03-2024,Clothing,05-03-2024,First Time Reporter,None,Medium,Damaged,Not Covered,High Traffic,Snowy,Normal Day,Yes
Scarf,-,LemonChiffon,Coffee Shop,13-09-2024,16-08-2024,Clothing,08-09-2024,Repeat Reporter,None,Medium,Good,Covered,Low Traffic,Cloudy,Normal Day,No
Cell Phone,"Singh, Ray and Roberts",Coral,Park,19-09-2024,20-08-2024,Sporting Goods,05-09-2024,Repeat Reporter,Housekeeping,High,Damaged,Covered,Moderate Traffic,Snowy,Normal Day,No
Watch,Chaney-Marshall,DarkSlateBlue,Classroom 303,15-01-2023,30-12-2022,Clothing,30-12-2022,First Time Reporter,Information Desk,Low,Excellent,Not Covered,High Traffic,Snowy,Normal Day,Yes
Coffee Mug,-,DarkOliveGreen,Student Lounge,12-06-2023,11-06-2023,Books,12-06-2023,First Time Reporter,Information Desk,High,Damaged,Not Covered,High Traffic,Rainy,Normal Day,Yes
Wallet,-,LemonChiffon,Dormitory Lounge,07-06-2024,22-05-2024,Sporting Goods,31-05-2024,First Time Reporter,None,High,Damaged,Not Covered,Moderate Traffic,Rainy,During Event,Yes
Tablet,-,Orchid,Soccer Field,24-07-2023,09-07-2023,Sporting Goods,09-07-2023,Repeat Reporter,Housekeeping,High,Damaged,Covered,High Traffic,Cloudy,During Event,Yes
Wallet,Ramsey and Sons,RosyBrown,Science Building,31-08-2024,23-08-2024,Clothing,26-08-2024,Repeat Reporter,Housekeeping,High,Damaged,Covered,Moderate Traffic,Snowy,During Event,Yes
Umbrella,Lee and Sons,DarkOrchid,Hiking Trail,25-08-2023,15-08-2023,Books,19-08-2023,First Time Reporter,Housekeeping,Medium,Excellent,Not Covered,High Traffic,Sunny,During Event,Yes
Umbrella,-,Lavender,Student Center,29-01-2023,08-01-2023,Electronics,20-01-2023,First Time Reporter,Information Desk,Medium,Good,Covered,High Traffic,Sunny,Normal Day,Yes
ID Card,Clay Inc,Yellow,Outdoor Concert Venue,27-08-2024,04-08-2024,Clothing,23-08-2024,First Time Reporter,Information Desk,Low,Good,Not Covered,High Traffic,Rainy,During Event,No
Tablet,-,GreenYellow,Library,05-06-2023,26-05-2023,Electronics,05-06-2023,Repeat Reporter,Housekeeping,High,Damaged,Not Covered,Moderate Traffic,Snowy,During Event,No
Book,-,Sienna,Classroom 201,24-06-2023,14-06-2023,Personal Accessories,22-06-2023,Repeat Reporter,Housekeeping,Low,Damaged,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Backpack,Russo and Sons,FloralWhite,Library Study Room,11-03-2024,10-02-2024,Books,20-02-2024,Repeat Reporter,None,Low,Excellent,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Cell Phone,-,DarkCyan,Bus Stop,20-11-2024,16-11-2024,Books,18-11-2024,Repeat Reporter,Information Desk,Medium,Damaged,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Backpack,"Nichols, Jones and Larsen",Aqua,Beach,18-07-2024,17-07-2024,Electronics,17-07-2024,Repeat Reporter,Housekeeping,High,Good,Not Covered,High Traffic,Snowy,During Event,Yes
Hat,Wood PLC,OrangeRed,Study Lounge,15-01-2024,24-12-2023,Sporting Goods,28-12-2023,First Time Reporter,Security,Low,Damaged,Covered,Moderate Traffic,Snowy,Normal Day,No
Sunglasses,-,PaleTurquoise,Coffee Shop,01-04-2024,14-03-2024,Personal Accessories,18-03-2024,Repeat Reporter,Information Desk,High,Damaged,Covered,High Traffic,Sunny,Normal Day,Yes
ID Card,Daniels PLC,LightYellow,Library Entrance,16-10-2023,03-10-2023,Personal Accessories,10-10-2023,Repeat Reporter,Information Desk,Low,Excellent,Covered,Low Traffic,Cloudy,Normal Day,Yes
Hat,-,IndianRed,Bookstore,18-10-2023,18-09-2023,Personal Accessories,28-09-2023,First Time Reporter,Security,Medium,Excellent,Not Covered,Low Traffic,Rainy,During Event,Yes
Scarf,Jones-Robinson,OrangeRed,Gym,19-04-2024,09-04-2024,Sporting Goods,13-04-2024,First Time Reporter,Security,High,Damaged,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Backpack,-,SteelBlue,Lecture Hall 104,24-03-2023,23-02-2023,Clothing,24-02-2023,Repeat Reporter,Housekeeping,Low,Damaged,Not Covered,Low Traffic,Cloudy,During Event,Yes
Hat,-,PapayaWhip,Student Lounge,11-11-2024,25-10-2024,Sporting Goods,25-10-2024,First Time Reporter,Information Desk,Medium,Damaged,Covered,High Traffic,Cloudy,Normal Day,No
Phone Charger,-,Plum,Trailhead,04-04-2023,28-03-2023,Books,29-03-2023,Repeat Reporter,Housekeeping,Low,Good,Covered,High Traffic,Rainy,Normal Day,Yes
Jacket,Velasquez-Watkins,MintCream,Shopping Mall,05-04-2024,25-03-2024,Clothing,29-03-2024,First Time Reporter,Security,Low,Damaged,Covered,High Traffic,Snowy,During Event,Yes
Watch,-,Khaki,Library,28-08-2023,23-08-2023,Books,25-08-2023,First Time Reporter,Housekeeping,Medium,Good,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Earbuds,-,SeaShell,Cafeteria,26-05-2023,19-05-2023,Electronics,19-05-2023,Repeat Reporter,Security,Medium,Good,Covered,High Traffic,Cloudy,Normal Day,No
Cell Phone,Wilson-White,PaleGreen,Lecture Hall 102,28-11-2024,23-11-2024,Personal Accessories,28-11-2024,Repeat Reporter,Security,Low,Excellent,Not Covered,Low Traffic,Sunny,During Event,No
Earbuds,"Marsh, Yu and Baker",AntiqueWhite,Student Center,27-08-2023,05-08-2023,Clothing,27-08-2023,Repeat Reporter,None,Medium,Damaged,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Cell Phone,-,DarkSalmon,Gym Locker Room,03-09-2023,12-08-2023,Clothing,25-08-2023,Repeat Reporter,Security,Medium,Good,Not Covered,Moderate Traffic,Sunny,Normal Day,Yes
Phone Charger,-,DodgerBlue,Bus Stop,10-09-2024,31-08-2024,Electronics,06-09-2024,First Time Reporter,Information Desk,High,Good,Covered,Low Traffic,Cloudy,Normal Day,Yes
Keys,-,Aquamarine,Classroom 204,13-03-2023,06-03-2023,Books,08-03-2023,First Time Reporter,Housekeeping,Low,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Keys,Williams and Sons,PaleTurquoise,Science Building,24-02-2023,26-01-2023,Clothing,27-01-2023,First Time Reporter,None,High,Good,Covered,High Traffic,Cloudy,During Event,No
Umbrella,-,Pink,Quad,16-10-2024,06-10-2024,Personal Accessories,14-10-2024,First Time Reporter,Housekeeping,Medium,Excellent,Not Covered,Low Traffic,Snowy,Normal Day,Yes
ID Card,"Sanders, Nichols and Lutz",LightCyan,Dormitory Lounge,28-12-2023,05-12-2023,Sporting Goods,08-12-2023,First Time Reporter,Security,High,Good,Covered,Low Traffic,Sunny,During Event,Yes
Book,Rush-Simmons,OrangeRed,Outdoor Amphitheater,17-12-2023,19-11-2023,Personal Accessories,30-11-2023,First Time Reporter,None,Medium,Damaged,Not Covered,Low Traffic,Sunny,During Event,Yes
Umbrella,-,Maroon,Library Study Room,26-12-2023,17-12-2023,Clothing,25-12-2023,First Time Reporter,None,Low,Excellent,Covered,Moderate Traffic,Cloudy,During Event,Yes
Tablet,-,LightSkyBlue,Coffee Shop,09-09-2023,16-08-2023,Electronics,26-08-2023,Repeat Reporter,None,Medium,Good,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Tablet,-,RoyalBlue,Basketball Court,29-07-2023,12-07-2023,Personal Accessories,23-07-2023,Repeat Reporter,Housekeeping,Medium,Good,Not Covered,Moderate Traffic,Sunny,During Event,No
Tablet,Romero-Jackson,Green,Park,17-03-2023,24-02-2023,Clothing,17-03-2023,Repeat Reporter,None,High,Damaged,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Watch,Smith-Taylor,MistyRose,Stadium Bleachers,04-06-2023,06-05-2023,Books,08-05-2023,Repeat Reporter,Security,Medium,Excellent,Not Covered,Low Traffic,Cloudy,During Event,Yes
Water Bottle,"Beck, Boyd and Thomas",DarkSalmon,Common Area,03-09-2023,06-08-2023,Books,08-08-2023,First Time Reporter,Security,Low,Damaged,Not Covered,High Traffic,Cloudy,During Event,Yes
Earbuds,-,LightBlue,Fitness Center,16-11-2023,25-10-2023,Personal Accessories,26-10-2023,First Time Reporter,None,High,Good,Not Covered,High Traffic,Sunny,During Event,Yes
Umbrella,-,Aquamarine,Cafeteria,21-10-2023,02-10-2023,Sporting Goods,13-10-2023,Repeat Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Rainy,Normal Day,Yes
Phone Charger,-,Gray,Skate Park,21-03-2024,02-03-2024,Books,05-03-2024,First Time Reporter,Information Desk,Low,Damaged,Covered,High Traffic,Rainy,Normal Day,Yes
Jacket,-,Silver,Library Stacks,22-03-2024,26-02-2024,Sporting Goods,19-03-2024,First Time Reporter,Information Desk,Low,Excellent,Covered,Moderate Traffic,Sunny,During Event,No
Headphones,-,MistyRose,Art Studio,14-05-2023,15-04-2023,Electronics,11-05-2023,First Time Reporter,Security,Low,Good,Covered,High Traffic,Rainy,Normal Day,Yes
ID Card,Ferguson and Sons,DeepPink,Student Lounge,31-01-2024,20-01-2024,Clothing,26-01-2024,First Time Reporter,None,High,Excellent,Covered,High Traffic,Snowy,Normal Day,Yes
Tumbler,"Richardson, Mccormick and Chen",SpringGreen,Auditorium,11-02-2024,12-01-2024,Sporting Goods,06-02-2024,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,High Traffic,Sunny,Normal Day,Yes
Wallet,"Simpson, Proctor and Jensen",Beige,Bus Station,19-08-2024,09-08-2024,Personal Accessories,19-08-2024,Repeat Reporter,None,Low,Excellent,Not Covered,Moderate Traffic,Cloudy,During Event,Yes
Umbrella,Warner-Tucker,AliceBlue,Soccer Field,21-01-2024,20-01-2024,Sporting Goods,21-01-2024,Repeat Reporter,None,Low,Excellent,Covered,High Traffic,Cloudy,Normal Day,No
Keys,-,PapayaWhip,Chemistry Lab,31-08-2023,20-08-2023,Clothing,24-08-2023,First Time Reporter,Housekeeping,High,Damaged,Covered,Moderate Traffic,Rainy,Normal Day,No
Scarf,Duarte-Dodson,Pink,Outdoor Concert Venue,31-08-2023,20-08-2023,Books,22-08-2023,First Time Reporter,Information Desk,Low,Good,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Headphones,-,PowderBlue,Study Lounge,31-05-2023,09-05-2023,Electronics,16-05-2023,First Time Reporter,Housekeeping,Medium,Damaged,Covered,High Traffic,Cloudy,During Event,Yes
Keys,-,DarkGreen,Beach,25-11-2023,02-11-2023,Sporting Goods,20-11-2023,First Time Reporter,Housekeeping,Low,Damaged,Covered,High Traffic,Rainy,Normal Day,Yes
Phone Charger,Craig LLC,RoyalBlue,Dormitory Hallway,24-08-2023,05-08-2023,Personal Accessories,15-08-2023,Repeat Reporter,Security,High,Damaged,Not Covered,Low Traffic,Sunny,Normal Day,Yes
Charger,-,DarkOliveGreen,Lecture Hall Lobby,08-12-2024,08-11-2024,Books,08-11-2024,Repeat Reporter,Security,High,Good,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Cell Phone,-,SeaShell,Bookstore,09-09-2023,10-08-2023,Personal Accessories,13-08-2023,Repeat Reporter,None,Low,Excellent,Covered,High Traffic,Rainy,During Event,Yes
Keys,Palmer-Gaines,SlateGray,Music Studio,24-04-2023,11-04-2023,Personal Accessories,11-04-2023,First Time Reporter,Housekeeping,High,Good,Covered,Moderate Traffic,Snowy,During Event,Yes
Scarf,-,WhiteSmoke,Computer Lab,01-09-2024,19-08-2024,Clothing,27-08-2024,Repeat Reporter,None,Medium,Good,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Water Bottle,"Garza, Brooks and Martin",LightGoldenRodYellow,Botanical Garden,17-10-2024,17-09-2024,Books,26-09-2024,Repeat Reporter,Security,High,Good,Not Covered,Moderate Traffic,Cloudy,During Event,No
Book,-,Thistle,Theme Park Entrance,26-08-2024,21-08-2024,Personal Accessories,22-08-2024,First Time Reporter,Information Desk,Low,Good,Not Covered,Low Traffic,Snowy,Normal Day,Yes
Backpack,-,Olive,Shopping Mall,03-07-2024,08-06-2024,Sporting Goods,21-06-2024,First Time Reporter,Information Desk,High,Excellent,Not Covered,High Traffic,Snowy,During Event,Yes
Sunglasses,Miller-Taylor,LightSeaGreen,Rooftop Bar,09-04-2024,25-03-2024,Personal Accessories,03-04-2024,First Time Reporter,Security,High,Good,Covered,Moderate Traffic,Rainy,Normal Day,No
